Id,employer,min_pos_salary,max_pos_salary,overtime_pay,lump_sum_pay,other_pay,retirement_cost_covered,health_benefits,DOB,pension,employer_url,location,total_wages
21921,Saurashtra University,44220.0,62556.0,0.0,0.0,4090.74,0.0,3837.53,25-07-1950,2.00% @ 62,saurashtrauniversity.edu,Rajkot,26392.1
21922,Gujarat Technological University,49512.0,66192.0,0.0,0.0,600.0,,0.0,15-04-1954,Part-Time Seasonal and Temporary (PST) Retirement Plan,gtu.ac.in,Ahmedabad,9234.37
21923,Maharaja Sayajirao University of Baroda,85188.0,150792.0,0.0,0.0,16290.0,,10374.81,04-04-1953,,msubaroda.ac.in,Vadodara,85383.97
21924,Gujarat Technological University,22879.56,38749.56,0.0,0.0,8460.0,,0.0,17-05-1959,,gtu.ac.in,Ahmedabad,9542.0
21925,Sardar Patel University,67656.0,143952.0,0.0,0.0,-62.39,,20451.18,10-01-1967,2.00% @ 55,spuvvn.edu,,87936.98
21926,Navsari Agricultural University,41432.76,171367.8,0.0,0.0,0.0,0.0,0.0,12-05-1987,2.00% @ 62,www.nau.in,,14051.18
21927,Sardar Patel University,59076.0,131088.0,0.0,0.0,4371.4,,20134.2,25-06-1972,2.00% @ 55,spuvvn.edu,,86657.92
21928,Gujarat University of Transplantation Sciences,85188.0,150792.0,0.0,0.0,0.0,0.0,9319.08,22-05-1959,2.00% @ 55,www.guts.education,Ahmedabad,97640.0
21929,Sardar Patel University,34152.84,333105.48,0.0,0.0,2.5,,0.0,13-06-1959,2.00% @ 62,spuvvn.edu,Vallabh Vidhyanagar,1333.28
21930,Gujarat University of Transplantation Sciences,85188.0,150792.0,0.0,33486.88,10940.4,,1469.31,25-10-1966,2.00% @ 55,www.guts.education,Ahmedabad,54624.73
21931,Shri Govind Guru University,22879.56,38749.56,0.0,0.0,1595.26,0.0,0.0,07-01-1959,,sggu.ac.in,Godhra,1595.26
21932,Dharamsinh Desai University,22879.56,38749.56,0.0,0.0,440.0,0.0,0.0,24-03-1966,,ddu.ac.in,Nadiad,440.0
21933,Saurashtra University,85188.0,150792.0,0.0,0.0,0.0,,9237.72,10-07-1981,2.00% @ 55,saurashtrauniversity.edu,,95313.04
21934,Bhakta Kavi Narsinh Mehta University,97968.0,187176.0,0.0,0.0,0.0,0.0,14860.84,17-08-1952,2.00% @ 55,www.bknmu.edu.in,Junagadh,114947.69
21935,Bhakta Kavi Narsinh Mehta University,22879.56,38749.56,0.0,0.0,4481.94,0.0,0.0,12-11-1974,,www.bknmu.edu.in,Junagadh,5737.45
21936,Saurashtra University,59076.0,131088.0,0.0,0.0,13540.88,,23270.64,26-10-1952,2.00% @ 55,saurashtrauniversity.edu,Rajkot,50544.76
21937,Sardarkrushinagar Dantiwada Agricultural University,85188.0,150792.0,0.0,0.0,3000.0,0.0,23270.64,13-02-1977,2.00% @ 55,sdau.edu.in,,115790.76
21938,Gujarat National Law University,85188.0,150792.0,0.0,0.0,30472.16,,10533.72,25-03-1983,2.00% @ 55,gnlu.ac.in,Gandhinagar,135033.16
21939,Gujarat Technological University,22879.56,38749.56,0.0,0.0,1796.5,0.0,0.0,19-03-1973,,gtu.ac.in,Ahmedabad,1796.5
21940,Saurashtra University,69792.0,88488.0,18170.39,,0.0,,17751.72,25-02-1978,2.00% @ 55,saurashtrauniversity.edu,Rajkot,93421.71
21941,Bhakta Kavi Narsinh Mehta University,52464.0,125736.0,0.0,,2165.0,0.0,21455.28,08-06-1980,2.00% @ 60,www.bknmu.edu.in,Junagadh,67491.0
21942,Maharaja Krishnakumarsinhji Bhavnagar University,59076.0,131088.0,0.0,,0.0,0.0,2329.77,25-02-1981,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.mkbhavuni.edu.in,Bhavnagar,9144.07
21943,Gujarat Forensic Sciences University,28079.4,41432.76,0.0,0.0,0.0,,0.0,21-11-1979,,gfsu.edu.in,Gandhinagar,182.0
21944,Sardar Patel University,22879.56,38749.56,0.0,,2880.0,0.0,0.0,11-05-1962,,spuvvn.edu,Vallabh Vidhyanagar,3776.0
21945,Gujarat University,50148.0,71304.0,0.0,95.75,0.0,,0.0,24-01-1976,2.00% @ 62,gujaratuniversity.org.in,Ahmedabad,210.61
21946,Gujarat Forensic Sciences University,22879.56,38749.56,0.0,0.0,2916.1,,0.0,11-06-1967,,gfsu.edu.in,Gandhinagar,3730.1
21947,Navsari Agricultural University,44712.0,157800.0,0.0,0.0,363.0,0.0,9329.16,15-07-1958,2.00% @ 55,www.nau.in,,131176.28
21948,Anand Agricultural University,48720.0,91296.0,0.0,,650.0,0.0,17631.72,03-08-1954,2.00% @ 55,www.aau.in,Anand,71151.96
21949,Bhakta Kavi Narsinh Mehta University,22879.56,38749.56,0.0,0.0,1464.1,0.0,0.0,21-06-1986,,www.bknmu.edu.in,Junagadh,1464.1
21950,Maharaja Krishnakumarsinhji Bhavnagar University,59076.0,131088.0,0.0,0.0,0.0,0.0,0.0,19-07-1982,,www.mkbhavuni.edu.in,Bhavnagar,11753.4
21951,Maharaja Sayajirao University of Baroda,31200.0,53496.0,2.88,0.0,0.0,,0.0,09-04-1970,2.00% @ 62,msubaroda.ac.in,Vadodara,132.33
21952,Dharamsinh Desai University,85188.0,150792.0,0.0,0.0,0.0,,23270.64,24-03-1972,2.00% @ 55,ddu.ac.in,Nadiad,103194.22
21953,Gujarat Technological University,22879.56,38749.56,0.0,0.0,10023.0,0.0,0.0,06-09-1966,,gtu.ac.in,Ahmedabad,10972.0
21954,Dharamsinh Desai University,59076.0,131088.0,0.0,0.0,0.0,,11336.22,11-11-1974,2.00% @ 62,ddu.ac.in,Nadiad,46590.05
21955,Gujarat National Law University,49512.0,66192.0,0.0,0.0,4676.81,0.0,44.82,16-01-1968,2.00% @ 55,gnlu.ac.in,,16871.86
21956,Gujarat National Law University,22879.56,38749.56,0.0,0.0,2693.0,,0.0,13-10-1955,,gnlu.ac.in,,2693.0
21957,Navsari Agricultural University,49512.0,66192.0,0.0,0.0,2963.52,0.0,22881.64,17-01-1965,2.00% @ 55,www.nau.in,Navsari,28874.06
21958,Dharamsinh Desai University,22879.56,38749.56,0.0,0.0,0.0,,0.0,25-06-1961,,ddu.ac.in,Nadiad,582.0
21959,Shree Somnath Sanskrit University,59076.0,131088.0,0.0,0.0,9750.0,0.0,23270.64,20-08-1979,2.00% @ 62,sssu.ac.in,Veraval,85829.84
21960,Gujarat Technological University,31200.0,44604.0,0.0,14.32,0.0,,0.0,09-04-1951,Part-Time Seasonal and Temporary (PST) Retirement Plan,gtu.ac.in,Ahmedabad,612.59
21961,Navsari Agricultural University,37236.0,65448.0,0.0,,868.24,0.0,17631.72,12-05-1955,2.00% @ 62,www.nau.in,Navsari,56085.16
21962,Krantiguru Shyamji Krishna Verma Kachchh University,22879.56,38749.56,0.0,0.0,684.25,,0.0,26-01-1973,,kskvku.digitaluniversity.ac,Bhuj,684.25
21963,Shri Govind Guru University,22879.56,38749.56,0.0,0.0,2543.22,0.0,0.0,15-10-1982,,sggu.ac.in,Godhra,2543.22
21964,Gujarat University of Transplantation Sciences,59076.0,131088.0,0.0,0.0,0.0,0.0,74.7,08-05-1955,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.guts.education,Ahmedabad,23737.41
21965,Dr. Babasaheb Ambedkar Open University,59076.0,131088.0,0.0,,2193.2,,2643.72,20-11-1968,2.00% @ 55,baou.edu.in,Ahmedabad,48184.0
21966,Hemchandracharya North Gujarat University,31200.0,58428.0,0.0,0.0,650.0,,23270.64,11-06-1951,2.00% @ 62,ngu.ac.in,Patan,40590.76
21967,Gujarat Forensic Sciences University,32556.0,59856.0,604.66,0.0,650.0,0.0,13434.72,07-01-1960,2.00% @ 60,gfsu.edu.in,Gandhinagar,41361.02
21968,Navsari Agricultural University,85188.0,150792.0,0.0,0.0,0.0,0.0,23270.64,05-10-1967,2.00% @ 55,www.nau.in,Navsari,109346.13
21969,Sardarkrushinagar Dantiwada Agricultural University,49512.0,66192.0,0.0,0.0,3766.28,,23270.64,17-04-1965,2.00% @ 62,sdau.edu.in,,36364.04
21970,Gujarat Ayurved University,22879.56,38749.56,0.0,0.0,5938.45,0.0,0.0,25-01-1975,,ayurveduniversity.edu.in,Jamnagar,8663.95
21971,Gujarat University of Transplantation Sciences,67656.0,143952.0,0.0,0.0,500.0,0.0,9329.16,16-05-1958,2.00% @ 55,www.guts.education,Ahmedabad,86525.88
21972,Sardarkrushinagar Dantiwada Agricultural University,22879.56,38749.56,0.0,,660.0,0.0,0.0,25-07-1986,,sdau.edu.in,Palanpur,660.0
21973,Gujarat Technological University,22879.56,38749.56,0.0,0.0,137.5,0.0,0.0,17-05-1963,,gtu.ac.in,Ahmedabad,137.5
21974,Institute of Infrastructure Technology Research and Management,49512.0,66192.0,0.0,0.0,0.0,0.0,0.0,15-05-1954,2.00% @ 55,iitram.ac.in,Ahmedabad,10923.04
21975,Gujarat Technological University,59076.0,131088.0,0.0,0.0,0.0,0.0,0.0,27-04-1976,,gtu.ac.in,,18439.21
21976,Sardarkrushinagar Dantiwada Agricultural University,59076.0,131088.0,0.0,0.0,0.0,,0.0,25-11-1974,,sdau.edu.in,Palanpur,12083.65
21977,Gujarat Forensic Sciences University,42180.0,74076.0,0.0,1306.18,650.0,0.0,2708.52,10-05-1980,2.00% @ 62,gfsu.edu.in,Gandhinagar,15266.73
21978,Dharamsinh Desai University,22879.56,38749.56,0.0,0.0,0.0,0.0,0.0,10-03-1975,,ddu.ac.in,Nadiad,915.2
21979,Dr. Babasaheb Ambedkar Open University,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,26-10-1979,,baou.edu.in,Ahmedabad,3434.41
21980,Gujarat University,59076.0,131088.0,0.0,0.0,0.0,0.0,0.0,17-01-1965,Part-Time Seasonal and Temporary (PST) Retirement Plan,gujaratuniversity.org.in,Ahmedabad,3729.12
21981,Sardar Patel University,44712.0,157800.0,0.0,0.0,0.0,0.0,23270.64,12-03-1986,2.00% @ 55,spuvvn.edu,Vallabh Vidhyanagar,132992.72
21982,Sardarkrushinagar Dantiwada Agricultural University,29976.0,42336.0,0.0,0.0,0.0,0.0,0.0,09-02-1978,,sdau.edu.in,Palanpur,2212.58
21983,Institute of Infrastructure Technology Research and Management,22879.56,38749.56,0.0,0.0,6264.0,,0.0,09-11-1957,,iitram.ac.in,Ahmedabad,10937.6
21984,Hemchandracharya North Gujarat University,44220.0,62556.0,154.8,0.0,304.02,,13611.89,06-07-1962,2.00% @ 62,ngu.ac.in,Patan,40239.53
21985,Shri Govind Guru University,59076.0,131088.0,0.0,0.0,-99.19,0.0,17445.51,23-08-1953,2.00% @ 62,sggu.ac.in,,30449.7
21986,Saurashtra University,22879.56,38749.56,0.0,0.0,12.0,,0.0,22-08-1952,,saurashtrauniversity.edu,Rajkot,12.0
21987,Anand Agricultural University,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,09-05-1964,,www.aau.in,,7045.96
21988,Gujarat Forensic Sciences University,22879.56,38749.56,0.0,0.0,4640.2,,0.0,05-11-1951,,gfsu.edu.in,,4640.2
21989,Gujarat Ayurved University,33492.0,58872.0,0.0,0.0,0.0,0.0,0.0,20-09-1984,,ayurveduniversity.edu.in,Jamnagar,9883.41
21990,Maharaja Krishnakumarsinhji Bhavnagar University,22879.56,38749.56,0.0,0.0,1752.65,0.0,0.0,17-05-1964,,www.mkbhavuni.edu.in,Bhavnagar,2121.15
21991,Gujarat Forensic Sciences University,46764.0,82152.0,0.0,0.0,650.0,,9319.08,21-08-1960,2.00% @ 55,gfsu.edu.in,Gandhinagar,69029.92
21992,Gujarat Technological University,49512.0,66192.0,0.0,0.0,1644.13,0.0,9319.08,15-02-1984,Part-Time Seasonal and Temporary (PST) Retirement Plan,gtu.ac.in,Ahmedabad,22009.12
21993,Gujarat Technological University,31200.0,52440.0,4044.53,0.0,4154.25,0.0,22015.08,09-08-1979,2.00% @ 62,gtu.ac.in,,28320.72
21994,Institute of Infrastructure Technology Research and Management,22879.56,38749.56,0.0,0.0,0.0,0.0,0.0,03-07-1966,,iitram.ac.in,Ahmedabad,352.0
21995,Sardarkrushinagar Dantiwada Agricultural University,22879.56,38749.56,0.0,0.0,410.55,,0.0,17-03-1957,,sdau.edu.in,,410.55
21996,Sardarkrushinagar Dantiwada Agricultural University,31200.0,53496.0,0.0,514.49,233.31,0.0,0.0,27-06-1969,Part-Time Seasonal and Temporary (PST) Retirement Plan,sdau.edu.in,Palanpur,14005.25
21997,Sardarkrushinagar Dantiwada Agricultural University,59076.0,131088.0,0.0,0.0,-32.18,0.0,4153.41,10-02-1958,Part-Time Seasonal and Temporary (PST) Retirement Plan,sdau.edu.in,Palanpur,14365.96
21998,Maharaja Krishnakumarsinhji Bhavnagar University,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,11-02-1975,,www.mkbhavuni.edu.in,,2116.8
21999,Institute of Infrastructure Technology Research and Management,49512.0,66192.0,0.0,0.0,0.0,0.0,9237.72,06-06-1972,2.00% @ 62,iitram.ac.in,,39967.62
22000,Gujarat University of Transplantation Sciences,59076.0,131088.0,0.0,0.0,0.0,0.0,0.0,06-07-1958,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.guts.education,Ahmedabad,2544.53
22001,Institute of Infrastructure Technology Research and Management,59076.0,131088.0,0.0,0.0,9796.21,,21217.78,06-04-1974,2.00% @ 55,iitram.ac.in,,63454.98
22002,Dharamsinh Desai University,40452.0,75792.0,0.0,0.0,650.0,0.0,9237.72,15-09-1976,2.00% @ 55,ddu.ac.in,Nadiad,54249.08
22003,Dharamsinh Desai University,49512.0,66192.0,0.0,0.0,0.0,,0.0,15-09-1973,Part-Time Seasonal and Temporary (PST) Retirement Plan,ddu.ac.in,Nadiad,11450.2
22004,Shri Govind Guru University,33588.0,43332.0,0.0,405.0,4815.9,0.0,17631.72,10-07-1966,2.00% @ 62,sggu.ac.in,Godhra,48873.51
22005,Hemchandracharya North Gujarat University,59076.0,131088.0,0.0,0.0,5388.0,0.0,23270.64,13-07-1966,2.00% @ 62,ngu.ac.in,Patan,78957.48
22006,Maharaja Krishnakumarsinhji Bhavnagar University,59076.0,131088.0,0.0,,7612.0,,0.0,02-08-1964,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.mkbhavuni.edu.in,Bhavnagar,11462.13
22007,Dr. Babasaheb Ambedkar Open University,59076.0,131088.0,0.0,0.0,0.0,,629.16,17-09-1958,2.00% @ 55,baou.edu.in,,77851.04
22008,Bhakta Kavi Narsinh Mehta University,52464.0,125736.0,0.0,5670.57,0.0,,757.51,09-03-1962,2.00% @ 55,www.bknmu.edu.in,Junagadh,11775.25
22009,Anand Agricultural University,28079.4,41432.76,0.0,,0.0,0.0,0.0,06-09-1985,,www.aau.in,,3056.2
22010,Gujarat Forensic Sciences University,22879.56,38749.56,0.0,0.0,110.0,0.0,0.0,24-05-1955,,gfsu.edu.in,Gandhinagar,110.0
22011,Saurashtra University,59076.0,131088.0,0.0,0.0,0.0,0.0,0.0,21-07-1958,Part-Time Seasonal and Temporary (PST) Retirement Plan,saurashtrauniversity.edu,Rajkot,9592.2
22012,Gujarat Technological University,22879.56,38749.56,0.0,,0.0,0.0,0.0,04-02-1964,Part-Time Seasonal and Temporary (PST) Retirement Plan,gtu.ac.in,,243.75
22013,Sardarkrushinagar Dantiwada Agricultural University,22879.56,38749.56,0.0,0.0,3378.2,0.0,0.0,25-02-1974,,sdau.edu.in,Palanpur,3378.2
22014,Gujarat Technological University,49512.0,66192.0,0.0,0.0,125.0,0.0,0.0,24-07-1969,Part-Time Seasonal and Temporary (PST) Retirement Plan,gtu.ac.in,Ahmedabad,4936.2
22015,Bhakta Kavi Narsinh Mehta University,28079.4,41432.76,0.0,0.0,0.0,,0.0,27-08-1970,,www.bknmu.edu.in,Junagadh,951.6
22016,Navsari Agricultural University,49512.0,66192.0,0.0,,3060.0,0.0,17624.25,05-01-1983,2.00% @ 62,www.nau.in,Navsari,31921.8
22017,Gujarat University of Transplantation Sciences,132.0,2880.0,0.0,0.0,1824.0,,0.0,13-02-1984,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.guts.education,Ahmedabad,1824.0
22018,Shri Govind Guru University,59076.0,131088.0,0.0,0.0,2250.0,,8564.64,11-03-1959,2.00% @ 62,sggu.ac.in,Godhra,82355.12
22019,Gujarat University of Transplantation Sciences,67656.0,143952.0,0.0,0.0,0.0,0.0,16978.68,12-07-1973,2.00% @ 55,www.guts.education,Ahmedabad,98572.64
22020,Maharaja Krishnakumarsinhji Bhavnagar University,50148.0,71304.0,0.0,3433.55,1023.79,0.0,8475.38,24-02-1950,2.00% @ 62,www.mkbhavuni.edu.in,,58030.71
22021,Sardar Patel University,46764.0,82152.0,0.0,1100.85,650.0,0.0,2309.43,15-09-1986,2.00% @ 62,spuvvn.edu,,12616.33
22022,Gujarat Ayurved University,34260.0,60228.0,0.0,0.0,650.0,0.0,89.64,07-03-1981,2.00% @ 60,ayurveduniversity.edu.in,Jamnagar,42562.08
22023,Shri Govind Guru University,14496.0,38028.0,0.0,0.0,10624.0,,0.0,08-11-1977,Part-Time Seasonal and Temporary (PST) Retirement Plan,sggu.ac.in,Godhra,10624.0
22024,Gujarat Technological University,23587.2,324000.0,0.0,0.0,6000.0,0.0,0.0,25-03-1964,Part-Time Seasonal and Temporary (PST) Retirement Plan,gtu.ac.in,Ahmedabad,6000.0
22025,Krantiguru Shyamji Krishna Verma Kachchh University,34152.84,333105.48,0.0,0.0,0.0,0.0,0.0,24-11-1972,2.00% @ 55,kskvku.digitaluniversity.ac,Bhuj,1379.06
22026,Gujarat University of Transplantation Sciences,22879.56,38749.56,0.0,0.0,0.0,,0.0,14-02-1973,,www.guts.education,,1320.0
22027,Gujarat Forensic Sciences University,28152.0,66204.0,0.0,0.0,286.37,,0.0,01-03-1951,,gfsu.edu.in,Gandhinagar,4245.79
22028,Navsari Agricultural University,32556.0,59856.0,12173.12,0.0,1241.4,,23270.64,10-08-1956,2.00% @ 55,www.nau.in,Navsari,55796.32
22029,Gujarat Technological University,85188.0,150792.0,0.0,,10898.4,0.0,17631.72,04-06-1954,2.00% @ 55,gtu.ac.in,Ahmedabad,114934.6
22030,Maharaja Krishnakumarsinhji Bhavnagar University,49512.0,66192.0,0.0,0.0,1727.27,,14.94,08-09-1983,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.mkbhavuni.edu.in,Bhavnagar,9965.01
22031,Gujarat Ayurved University,22879.56,38749.56,0.0,0.0,258.08,,0.0,20-04-1963,,ayurveduniversity.edu.in,Jamnagar,258.08
22032,Gujarat University,28079.4,41432.76,0.0,0.0,0.0,,0.0,18-03-1955,,gujaratuniversity.org.in,Ahmedabad,7455.5
22033,Gujarat Technological University,132.0,2880.0,0.0,0.0,34956.23,0.0,0.0,01-08-1952,Part-Time Seasonal and Temporary (PST) Retirement Plan,gtu.ac.in,Ahmedabad,34956.23
22034,Gujarat Technological University,22879.56,38749.56,0.0,,102.9,,0.0,25-10-1953,,gtu.ac.in,Ahmedabad,102.9
22035,Gujarat University,67656.0,143952.0,0.0,,134.6,,0.0,03-07-1964,Part-Time Seasonal and Temporary (PST) Retirement Plan,gujaratuniversity.org.in,Ahmedabad,7700.47
22036,Sardarkrushinagar Dantiwada Agricultural University,22879.56,38749.56,0.0,0.0,10129.2,0.0,0.0,03-05-1985,,sdau.edu.in,,10129.2
22037,Bhakta Kavi Narsinh Mehta University,147240.0,255060.0,0.0,0.0,0.0,0.0,0.0,06-05-1980,,www.bknmu.edu.in,,26755.88
22038,Sardar Patel University,22879.56,38749.56,0.0,0.0,6558.0,,0.0,06-05-1967,,spuvvn.edu,Vallabh Vidhyanagar,6558.0
22039,Gujarat Forensic Sciences University,22879.56,38749.56,0.0,0.0,2007.75,0.0,0.0,15-07-1956,,gfsu.edu.in,Gandhinagar,2007.75
22040,Gujarat University,26928.0,38172.0,0.0,0.0,0.0,0.0,0.0,12-10-1950,,gujaratuniversity.org.in,Ahmedabad,1634.25
22041,Maharaja Sayajirao University of Baroda,32916.0,57828.0,0.0,0.0,681.21,,2643.72,13-09-1986,2.00% @ 62,msubaroda.ac.in,Vadodara,53676.49
22042,Gujarat Technological University,34152.0,59976.0,0.0,0.0,650.0,,9237.72,22-06-1977,2.00% @ 55,gtu.ac.in,Ahmedabad,44065.32
22043,Gujarat Forensic Sciences University,74988.0,140976.0,0.0,0.0,650.0,,9716.28,27-03-1957,2.00% @ 55,gfsu.edu.in,,114766.92
22044,Gujarat University of Transplantation Sciences,34152.0,59976.0,0.0,0.0,650.0,,23270.64,02-11-1955,2.00% @ 55,www.guts.education,Ahmedabad,41894.58
22045,Dharamsinh Desai University,22879.56,38749.56,0.0,0.0,9350.0,,0.0,04-10-1960,,ddu.ac.in,Nadiad,11286.0
22046,Maharaja Krishnakumarsinhji Bhavnagar University,28079.4,41432.76,0.0,0.0,0.0,,0.0,21-06-1967,,www.mkbhavuni.edu.in,Bhavnagar,1704.3
22047,Sardar Patel University,39456.0,73944.0,0.0,0.0,0.0,,0.0,08-09-1966,2.00% @ 62,spuvvn.edu,Vallabh Vidhyanagar,4356.0
22048,Hemchandracharya North Gujarat University,22879.56,38749.56,0.0,0.0,4779.5,,0.0,20-03-1983,,ngu.ac.in,,5769.5
22049,Maharaja Krishnakumarsinhji Bhavnagar University,22879.56,38749.56,0.0,0.0,1815.0,0.0,0.0,20-10-1963,,www.mkbhavuni.edu.in,,1815.0
22050,Gujarat University of Transplantation Sciences,22879.56,38749.56,0.0,0.0,6918.75,,0.0,10-09-1959,,www.guts.education,Ahmedabad,11020.25
22051,Anand Agricultural University,22879.56,38749.56,0.0,0.0,902.0,0.0,0.0,14-04-1964,,www.aau.in,Anand,902.0
22052,Dharamsinh Desai University,49512.0,66192.0,0.0,0.0,1636.8,,10011.8,04-05-1983,2.00% @ 62,ddu.ac.in,Nadiad,22082.68
22053,Maharaja Krishnakumarsinhji Bhavnagar University,52464.0,125736.0,0.0,0.0,650.0,0.0,23270.64,08-09-1973,2.00% @ 55,www.mkbhavuni.edu.in,Bhavnagar,84776.8
22054,Gujarat Technological University,39456.0,73944.0,0.0,16479.36,16550.0,0.0,11754.48,24-04-1965,2.00% @ 55,gtu.ac.in,Ahmedabad,64880.28
22055,Sardarkrushinagar Dantiwada Agricultural University,28596.0,49044.0,0.0,0.0,650.0,,9084.24,27-05-1985,2.00% @ 60,sdau.edu.in,Palanpur,37805.04
22056,Gujarat Technological University,74988.0,140976.0,0.0,0.0,650.0,,9329.16,09-01-1985,2.00% @ 55,gtu.ac.in,Ahmedabad,105737.44
22057,Gujarat University,7260.0,60312.0,0.0,0.0,5708.4,,0.0,22-02-1986,Part-Time Seasonal and Temporary (PST) Retirement Plan,gujaratuniversity.org.in,,5708.4
22058,Sardar Patel University,59076.0,131088.0,0.0,0.0,37372.68,0.0,1680.0,20-02-1952,2.00% @ 62,spuvvn.edu,Vallabh Vidhyanagar,86045.5
22059,Shree Somnath Sanskrit University,72552.0,98904.0,17.38,566.62,0.0,0.0,1453.19,14-09-1952,2.00% @ 55,sssu.ac.in,,8601.24
22060,Sardarkrushinagar Dantiwada Agricultural University,28079.4,41432.76,0.0,0.0,0.0,,0.0,16-05-1958,,sdau.edu.in,Palanpur,390.0
22061,Gujarat Forensic Sciences University,34152.0,59976.0,0.0,,650.0,,6219.44,20-10-1989,2.00% @ 55,gfsu.edu.in,Gandhinagar,30575.58
22062,Gujarat University of Transplantation Sciences,22879.56,38749.56,0.0,0.0,467.5,0.0,0.0,14-02-1981,,www.guts.education,,467.5
22063,Saurashtra University,22879.56,38749.56,0.0,0.0,4886.0,,0.0,02-01-1985,,saurashtrauniversity.edu,Rajkot,4886.0
22064,Maharaja Sayajirao University of Baroda,52344.0,74508.0,0.0,0.0,2339.5,0.0,18409.72,12-04-1970,2.00% @ 60,msubaroda.ac.in,Vadodara,49228.26
22065,Shri Govind Guru University,22879.56,38749.56,0.0,0.0,1741.52,,0.0,21-04-1965,,sggu.ac.in,Godhra,1741.52
22066,Sardarkrushinagar Dantiwada Agricultural University,34152.0,59976.0,0.0,0.0,4382.0,,140.0,23-06-1964,2.00% @ 62,sdau.edu.in,Palanpur,18353.0
22067,Gujarat Technological University,31200.0,58428.0,0.0,0.0,177.5,0.0,8455.08,27-11-1976,Part-Time Seasonal and Temporary (PST) Retirement Plan,gtu.ac.in,,14448.31
22068,Bhakta Kavi Narsinh Mehta University,28596.0,50724.0,137.51,0.0,-27.32,0.0,3887.15,27-04-1969,2.00% @ 62,www.bknmu.edu.in,,12160.65
22069,Gujarat University,22879.56,38749.56,0.0,,7020.0,,0.0,16-02-1962,,gujaratuniversity.org.in,Ahmedabad,7230.0
22070,Gujarat University of Transplantation Sciences,31200.0,44604.0,0.0,,650.0,,8916.09,06-11-1960,2.00% @ 62,www.guts.education,,32986.98
22071,Maharaja Krishnakumarsinhji Bhavnagar University,49512.0,66192.0,0.0,,0.0,0.0,0.0,04-08-1974,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.mkbhavuni.edu.in,,2577.0
22072,Shri Govind Guru University,22879.56,38749.56,0.0,0.0,1733.75,,0.0,09-01-1964,,sggu.ac.in,Godhra,1733.75
22073,Maharaja Sayajirao University of Baroda,31200.0,48888.0,689.49,0.0,3390.76,,23270.64,14-07-1956,2.00% @ 55,msubaroda.ac.in,Vadodara,41922.25
22074,Maharaja Sayajirao University of Baroda,61224.0,135900.0,0.0,0.0,0.0,,9237.72,16-10-1957,2.00% @ 62,msubaroda.ac.in,,69573.0
22075,Raksha Shakti University,49932.0,93552.0,0.0,0.0,-71.73,0.0,2287.33,24-03-1959,2.00% @ 62,rsu.ac.in,,13413.19
22076,Gujarat National Law University,22879.56,38749.56,0.0,0.0,1479.5,,0.0,18-07-1967,,gnlu.ac.in,,1479.5
22077,Sardar Patel University,22879.56,38749.56,0.0,0.0,6163.88,0.0,0.0,19-06-1956,,spuvvn.edu,Vallabh Vidhyanagar,9325.18
22078,Gujarat University of Transplantation Sciences,22879.56,38749.56,0.0,0.0,2894.8,0.0,0.0,06-11-1971,,www.guts.education,Ahmedabad,2894.8
22079,Gujarat Technological University,22879.56,38749.56,0.0,0.0,720.0,0.0,0.0,09-06-1961,Part-Time Seasonal and Temporary (PST) Retirement Plan,gtu.ac.in,Ahmedabad,2784.0
22080,Krantiguru Shyamji Krishna Verma Kachchh University,22879.56,38749.56,0.0,0.0,10390.7,0.0,0.0,23-04-1970,,kskvku.digitaluniversity.ac,Bhuj,12718.9
22081,Sardarkrushinagar Dantiwada Agricultural University,22879.56,38749.56,0.0,,1634.5,0.0,0.0,10-10-1987,,sdau.edu.in,Palanpur,1634.5
22082,Shri Govind Guru University,54648.0,77856.0,0.0,2043.62,1030.28,0.0,11754.48,11-02-1960,2.00% @ 60,sggu.ac.in,Godhra,38951.68
22083,Gujarat University,28079.4,41432.76,0.0,0.0,0.0,,0.0,10-07-1989,,gujaratuniversity.org.in,,3636.1
22084,Sardar Patel University,31200.0,48888.0,0.96,0.0,1512.4,,17631.72,09-07-1970,2.00% @ 55,spuvvn.edu,Vallabh Vidhyanagar,18304.24
22085,Sardarkrushinagar Dantiwada Agricultural University,22879.56,38749.56,0.0,0.0,247.5,,0.0,13-02-1967,,sdau.edu.in,Palanpur,247.5
22086,Sardarkrushinagar Dantiwada Agricultural University,22879.56,38749.56,0.0,0.0,1730.3,,0.0,09-07-1977,,sdau.edu.in,Palanpur,1730.3
22087,Sardarkrushinagar Dantiwada Agricultural University,22879.56,38749.56,0.0,,170.5,,0.0,15-04-1953,,sdau.edu.in,Palanpur,170.5
22088,Gujarat University,49512.0,66192.0,0.0,0.0,382.86,0.0,105.78,15-06-1979,2.00% @ 62,gujaratuniversity.org.in,Ahmedabad,24217.34
